cut1,cut2,acc_final,acc_cost,comm_total,comm_cost,comp_total,comp_cost,comp_client_total,comp_cost_client,comp_server_total,comp_cost_server,privacy_score_global,privacy_score_label,privacy_score_sample,privacy_cost,J
0,0,0.85825,0.14175000000000004,0.0,0.0,939.9102972215042,1.0,939.9102972215042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2854375
0,1,0.86325,0.13675000000000004,26010.25599999995,1.0,821.9459083182737,0.8469501680023864,810.9664007881656,0.8356366549681349,10.979507530108094,0.011313513034251549,0.12374538219097209,0.1165,0.13099076438194418,0.12374538219097209,0.5268613875483397
0,2,0.85725,0.14275000000000004,21291.664000000037,0.8185872526591079,679.8161630704999,0.6625476221639134,653.2432931801304,0.6366497504798747,26.572869890369475,0.025897871684038717,0.12974519055612382,0.1306,0.12889038111224763,0.12974519055612382,0.4384075163447863
0,3,0.86175,0.13824999999999998,20701.84000000003,0.7959106592414957,358.6635097609833,0.2458764547751648,299.0497504826635,0.20500912540301502,59.613759278319776,0.04086732937214975,0.3624604184064185,0.5876,0.137320836812837,0.3624604184064185,0.38562438310576974
0,4,0.85725,0.14275000000000004,20406.928000000044,0.7845723625326902,187.3371578627266,0.023593530084201994,109.18902453500777,0.013751433856592837,78.14813332771882,0.009842096227609157,0.5601364883584415,1.0,0.12027297671688303,0.5601364883584415,0.37776309524383345
0,5,0.8565,0.14349999999999996,24830.60800000003,0.9546468131647792,169.15225480124354,0.0,89.78559775277972,0.0,79.36665704846382,0.0,0.5456767650247178,1.0,0.0913535300494356,0.5456767650247178,0.41095589454737425
1,1,0.86725,0.13275000000000003,0.0,0.0,897.0027562044561,0.9443307255253361,897.0027562044561,0.9443307255253361,0.0,0.0,0.0,0.0,0.0,0.0,0.2692701813813341
1,2,0.85975,0.14024999999999999,9495.184000000007,0.36505538430686824,754.9942656368949,0.7600854984218476,739.8742735013366,0.7448635460421226,15.119992135558277,0.015221952379724958,0.15286257572371748,0.1271,0.17862515144743493,0.15286257572371748,0.35456336461310833
1,3,0.85425,0.14575000000000005,8905.359999999968,0.34237879088925477,454.45979316951707,0.3701648541640618,405.1396539481357,0.32999280282612525,49.320139221381396,0.04017205133793656,0.4089450254054779,0.6707,0.1471900508109558,0.4089450254054779,0.31680966761469864
1,4,0.85625,0.14375000000000004,8610.448000000006,0.3310404941804503,282.7539894944057,0.14738961962231475,214.99537131749094,0.11206945675887717,67.75861817691475,0.03532016286343758,0.5709844497784737,1.0,0.14196889955694747,0.5709844497784737,0.2982911408953097
1,5,0.857,0.14300000000000002,13034.128000000032,0.5011149448125407,263.42463732510805,0.12231125377276557,194.4786980934441,0.09029881805074834,68.94593923166394,0.03201243572201723,0.5902556561265447,1.0,0.18051131225308945,0.5902556561265447,0.3391704636779628
2,2,0.86075,0.13924999999999998,0.0,0.0,924.9771126080304,0.9806253275456174,924.9771126080304,0.9806253275456174,0.0,0.0,0.0,0.0,0.0,0.0,0.2799688318864043
2,3,0.85925,0.14075000000000004,4186.76800000001,0.160966043548361,598.5211580935866,0.557073529773468,563.9226860599592,0.5248710041318805,34.59847203362733,0.03220252564158755,0.3477796756551198,0.5264,0.16915935131023965,0.3477796756551198,0.3016423122442372
2,4,0.8605,0.13949999999999996,3891.8560000000066,0.1496277468395549,413.48707448272035,0.31700586466051006,361.4570441702381,0.27711628705241903,52.03003031248227,0.03988957760809103,0.5855447495977937,1.0,0.17108949919558744,0.5855447495977937,0.2979195902744647
2,5,0.85925,0.14075000000000004,8315.536000000024,0.319702197471645,354.20848546084017,0.24009639922601492,306.76211692392826,0.20793539035791297,47.446368536911905,0.032161008868101935,0.5742024923121429,1.0,0.14840498462428575,0.5742024923121429,0.3186877722524507
3,3,0.8575,0.14249999999999996,0.0,0.0,803.2680036406964,0.822717005778186,803.2680036406964,0.822717005778186,0.0,0.0,0.0,0.0,0.0,0.0,0.24130425144454648
3,4,0.858,0.14200000000000002,3302.0319999999892,0.12695115342194233,627.4349122997373,0.5945869290697746,610.869367159903,0.5788886368326422,16.565545139834285,0.015698292237132372,0.5800021338682319,1.0,0.16000426773646376,0.5800021338682319,0.36088505408998717
3,5,0.8635,0.13649999999999995,7725.712000000018,0.29702560405403283,617.9881399534643,0.582330459689826,599.8167087184265,0.5652075131149639,18.171431235037744,0.017122946574862134,0.5753126974401225,1.0,0.150625394880245,0.5753126974401225,0.39779219029599533
4,4,0.85675,0.14325,0.0,0.0,779.5716670528054,0.7919728094367738,779.5716670528054,0.7919728094367738,0.0,0.0,0.0,0.0,0.0,0.0,0.23380570235919346
4,5,0.86825,0.13175000000000003,7430.80000000004,0.28568730734522774,844.004669723101,0.8755697349621555,842.1153125585988,0.8736097174277564,1.8893571645021439,0.0019600175343990915,0.5863255638061013,1.0,0.1726511276122026,0.5863255638061013,0.46983315152837113
5,5,0.86325,0.13675000000000004,0.0,0.0,931.5212769899517,0.9891158836238543,931.5212769899517,0.9891158836238543,0.0,0.0,0.0,0.0,0.0,0.0,0.28146647090596355
